id,name,lat,lon
358952147,Community Life Church of South Denver,39.6080556,-105.0377778
358952151,First Church of Christ Scientist,39.6125,-105.01
358952154,Saint James Presbyterian Church,39.6247429,-105.0359931
358952156,Littleton Bible Chapel,39.6072222,-105.0047222
418798519,The Tree,40.0069917,-105.0837568
442348021,The Chapel,39.3720993,-104.8588551
447999328,Cornerstone Church SBC,39.5359889,-104.9032988
447999740,Jubilee Fellowship Church,39.5369222,-104.9014964
470366125,Lutheran Church,39.6125652,-105.1297205
558819369,Jehovah's Witnesses,40.0515261,-105.2169001
564831539,Jewish Community Center,40.039634,-105.2459802
564858429,South Broadway Church of the Nazarene,39.9890961,-105.2547435
564859420,Cornerstone Church,39.9781591,-105.2425727
598404763,Horizon Christian Fellowship,39.6230977,-105.0283962
652828081,The Church of Jesus Christ of Latter-day Saints,39.5298114,-104.9402811
676288320,Saint Vincent De Paul Church,39.6951034,-104.9584703
706541389,The Church of Jesus Christ of Latter-day Saints,39.3984829,-104.9057588
741504204,Boulder Mennonite Church,39.9855589,-105.2479713
763628717,The Rock of Southwest,39.6132324,-105.1149019
769238016,Glennon Heights Mennonite Church,39.7070216,-105.1271118
807335843,Congregation Bonai Shalom,40.0130034,-105.213409
945519447,Waterstone Community Church,39.6117235,-105.145453
949235887,St. Pauls Catholic Church,39.7430619,-105.5152621
984913612,St. Mary Magdalene,40.0616353,-105.170042
995564481,Jehovah's Witnesses Pine Congregation,39.4292588,-105.4636363
1008632452,Light of the World Catholic Church,39.6093068,-105.1141951
1195095254,Grace Lutheran Church,40.0058398,-105.2763951
1213566697,Saint Francis of Assisi Catholic Church,39.3753433,-104.8368181
1311006773,The Church of Jesus Christ of Latter-day Saints,39.5815741,-104.7179605
-1137,Alameda Hills Baptist Church,39.7114485,-105.0925011
1579202267,Rocky Mountain Islamic Center,39.6816567,-105.0857077
1579202334,Calvary Lakewood,39.6811696,-105.0858339
1581680140,Flatirons Community Church,39.9888108,-105.0931309
1628926057,Our Lady of The Pines Catholic Church,39.5456933,-105.2820307
1796609428,Church of the Holy Comforter,39.9283301,-105.088914
1832759526,Conference Baptist Church,39.5871133,-105.308954
1832759552,Church of Jesus Christ of the Latter Day Saints,39.5789769,-105.3110032
1835556226,Pine Community Church,39.4075716,-105.3196458
1972865948,All Souls Church,40.0209658,-105.2919664
1985343301,Marilyn Hickey Ministries,39.6102933,-104.895425
2031310166,Shepherd of the Hills,40.0722724,-105.1883899
2073941586,Niwot United Methodist Church,40.0733142,-105.1817404
2077121904,Seventh Day Baptist,40.0139236,-105.1949578
2077875322,Denver South Seventh Day Adventist Church,39.6683431,-104.9740542
2202040842,The Church of Jesus Christ of Latter-day Saints,39.9861916,-105.2408585
2276408288,St. Raphael's,39.6357141,-105.3148156
2290942145,The Church of Jesus Christ of Latter-day Saints,40.1319661,-104.9552582
2302182807,The Rock,39.4041763,-104.9181111
2315574836,New Hope Presbyterian Church,39.4015337,-104.8848063
2418587254,First Plymouth Congregational Church,39.6523141,-104.9415901
2418587540,Denver First Church of the Nazarene,39.652483,-104.94382
2427677287,The Potter's House of Denver,39.6906871,-104.8787041
2500161728,First Unitarian Society of Denver,39.7387753,-104.9703687
2504303654,St. Thomas Aquinas University Parish,40.0034333,-105.2745576
2524893632,Rockland Community Church,39.7151351,-105.2948949
2524946251,The Church of Jesus Christ of Latter-day Saints,39.7105101,-104.8583673
2526046818,Village East Baptist Church,39.6962235,-104.8560238
2526046824,Seventh Day Adventist Church,39.6961142,-104.8550663
2729050353,St. Frances Cabrini Parish,39.566756,-105.072269
2755292505,Denver Korean Vineyard Church,39.6543328,-104.8712438
2757717142,Colorado Avenue Bible Church,39.6834869,-104.8680313
2771774857,New Generation Christian Ministries,39.659675,-104.8602526
2784778361,Colorado Christian Fellowship,39.6731039,-104.8641215
2795640442,Christ Church United Methodist,39.7271891,-104.940336
2800235296,Congregation Hebrew Educational Alliance,39.649886,-104.921146
2800323702,Temple Sinai,39.6526438,-104.9267523
2800359661,Bethany Lutheran Church (ELCA),39.6524105,-104.932978
2800475626,University Hills Lutheran Church,39.6594667,-104.9296706
2800494792,Disciple Mission Church of Denver,39.6520099,-104.8922807
2822050106,Medhanealem Ethiopian Orthodox Church,39.7430385,-104.9272028
2824179940,Shorter Community AME Church,39.7612534,-104.9419553
2824254028,Saint Stephen Missionary Baptist Church,39.7611894,-104.9700784
2825729648,Colorado Dawah,39.7593199,-104.9730769
2825788016,Church of the Holy Redeemer,39.7542351,-104.9655238
2825846993,Providence Bible Church,39.7560674,-104.9663521
2832921706,Cure d'Ars Catholic Church,39.7622556,-104.93229
2833070287,Graham Memorial Church of God in Christ,39.7630721,-104.9290982
2833074718,East Denver Church of Christ,39.7660699,-104.9266198
2835066607,Cleaves Memorial CME Church,39.7500317,-104.9718247
2835102899,Messiah Denver Lutheran Church,39.7446327,-104.940239
2845300779,Park Hill United Methodist Church,39.7479744,-104.9262536
2849507241,Advantage Aurora Chase Chapel,39.7326707,-104.8662056
2849634457,Boston Street Seventh Day Adventist Church,39.7371013,-104.8803382
2849880299,Greater Union Baptist Church,39.745242,-104.8867017
2857384523,Joy Christian Fellowship,39.6800339,-104.8199659
2859348217,"Sixth Church of Christ, Scientist",39.6669778,-104.9597698
2863303144,Chapel,39.6532652,-104.9717439
2863548868,L2 Church,39.7396853,-104.9577965
2865659893,Restoration Community Church,39.6747051,-104.9719291
2865675321,Evanston United Methodist Church,39.6781072,-104.9707811
2865706093,Platt Park Church,39.6873219,-104.9784415
2879385365,All Souls Church,39.6263393,-104.9826533
2902232861,Iglesia Bautista Denver,39.6419941,-105.0229877
2903626660,Peace Mennonite Community Church,39.7116212,-104.8327839
2903626689,East Alameda Church of Christ,39.7122072,-104.8318076
2906492535,Living Hope Baptist Church,39.7117005,-104.8556085
2906526235,Apostolic Christian Church,39.7116365,-104.8382493
2906569594,Aurora First Assembly of God,39.7120698,-104.8598038
2906569736,For His Glory Christian Fellowship,39.7096516,-104.8580466
2921400404,Smoky Hill Vineyard,39.6099771,-104.7545043
2922946198,Living Water Church,39.7253649,-104.8350662
2922946221,Central Baptist Church,39.7251689,-104.85102
2925540743,Glory To Glory Christian Center,39.6879543,-104.826171
2950130953,Greater Wayside Community Temple Church,39.7583489,-104.8465395
2957911134,Grace Chapel,39.5612047,-104.870188
3001431449,Parker Christian Center,39.5081284,-104.7620025
3001813032,Parker United Methodist Church,39.5018533,-104.7607699
3042034839,The Church of Jesus Christ of Latter-day Saints,39.598441,-105.113709
3045034380,The Firehouse Church,39.7633668,-105.0110657
3058649394,Church in Aurora,39.7353854,-104.8118043
3097889233,Kingdom Hall of Jehovah's Witnesses,39.7535876,-104.8712021
3097889238,Morning Star Baptist Church,39.7527298,-104.8696867
3097889263,DJIC Church of Colorado,39.7534268,-104.8687721
3102902775,Hangar 61 - Stapleton Fellowship Church,39.7488059,-104.886933
3106268046,Friends Meeting,40.0531371,-105.2745945
3309920941,Spirit of Christ Catholic Community,39.8410707,-105.0783271
3320094570,Faith Life Fellowship,39.3688202,-104.8539039
3320229660,Epiphany Lutheran Church,39.3785435,-104.8789928
3330075847,Denver United Church,39.7044102,-104.9871513
3365857110,Bethel Church Of God In Christ,39.7515998,-104.9790483
3367238431,Our Faith Baptist Church,39.7542517,-104.9765213
3368042998,Evangelist Temple Church of God In Christ,39.7539771,-104.9742055
3408172209,Lily of the Valley Church,39.7109156,-105.0487074
3408172267,Denver West Seventh Day Adventist Church,39.7115532,-105.0405267
3408181414,Saint Cajetan Catholic Church,39.7115387,-105.0428602
3408181416,The Salvation Army,39.711712,-105.0458643
3410625933,Pillar Of Fire Church,39.7370409,-104.9844956
3412202840,Bethel Biblical Church,39.7314861,-105.1059603
3415102205,Denver Reformed Church,39.7250544,-105.0606539
3422797262,Saint Thomas Indian Orthodox Church,39.7308758,-105.1086093
3437711375,Denver Church of Religious Science,39.7390796,-104.9748357
3451502937,Shambhala Meditation Center,39.6743605,-104.9014573
3458604088,New Life Fellowship Church,39.6794141,-104.8997776
3458983821,Fellowship Denver Church,39.7261335,-104.9831593
3468223343,I Am Sanctuary,39.7275434,-104.9755747
3485752578,Crossroads Bible Church,39.6551531,-104.7715679
3486024329,Chabad House,39.5362176,-104.9019089
3511444548,Scum of the Earth Church,39.7338833,-104.9996267
3517731585,Iglesia Del Dios Vivo,39.7389608,-105.000605
3534313933,Iglesia Tabernaculo De David,39.7306925,-105.0248794
